"Data Source","World Development Indicators",

"Last Updated Date","2017-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Euro area","EMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","924.614762010728","1008.52581027631","1108.84941980015","1232.32244373116","1358.14949552919","1468.81116694923","1588.59259905492","1713.63495365549","1825.08386979803","2002.87611568691","2231.81792201303","2515.44461557159","3018.03836764526","3892.0277511362","4387.37573886171","5060.99385537089","5257.59433404095","5956.58161518002","7265.68713277628","8767.07181413305","9778.74596211078","8467.31595060085","8175.66796433999","7960.08545459302","7622.83553603415","7816.69186010321","10942.859800531","13497.4676665079","14794.0921414835","15046.4612916609","18847.3380038299","19521.4939582956","21437.6681176025","19555.177066105","20594.7879217399","23709.1635229042","23936.0199144706","21832.8720398481","22386.5598817842","22229.5868824681","20189.0172022174","20441.1013438043","22132.1889208357","27158.5772435666","30980.6405775437","31985.2909306889","33797.6309436675","38712.114800289","42226.8429250694","38482.2838829773","37610.8284311968","40613.2203787114","37593.1541638703","39097.5906390354","39765.193746967","34213.5121378444","34866.0960709045",
"Eritrea","ERI","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152.986726546993","150.973094230453","172.321547242426","187.050447889575","222.545445913372","217.150929235972","231.226610235343","208.620974680709","208.196948652283","215.139210251802","201.768798115624","232.794545914417","287.422224311551","276.750809646129","297.828058802925","317.329433586554","326.082564151512","430.754449938105","482.1490904235","582.775530237486","","","","","",
"Spain","ESP","GDP per capita (current US$)","NY.GDP.PCAP.CD","396.392253337614","450.053289246968","520.206131380005","609.487384056513","675.241639141208","774.761609330096","889.659872011529","968.306781765983","950.545740593734","1077.67869994591","1208.99666177967","1358.46574675823","1704.16736135942","2241.44884652705","2742.45558456316","3201.11920134726","3270.4057286651","3617.73775898058","4344.60670616576","5754.54218342253","6191.71494503494","5356.57783180787","5145.69438355757","4466.33626393781","4477.79372409881","4686.89106924257","6495.81199668535","8217.23425682112","9676.76925240962","10652.957971473","13767.3814721712","14771.6723020292","16068.4267214444","13303.6761311749","13378.8498420644","15429.9394216199","16069.2070854158","14696.2161077085","15340.3321141928","15678.2152345407","14676.7060880231","15323.6113977547","17019.5354136605","21495.7074076474","24918.6458419994","26510.7174533426","28482.6094833461","32709.4010383771","35578.736189717","32333.4661042498","30736.0022781736","31834.2181562825","28562.2932404629","29210.0934234591","29600.4722482852","25683.8456530241","26528.4917900799",
"Estonia","EST","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3044.3837091108","3352.73374088891","3619.94549568011","4052.29227059027","4119.34739390814","4070.03282698714","4498.95702743146","5308.34778059328","7174.23741473369","8850.46511484791","10338.3132235799","12595.4106486304","16586.4052048847","18094.5480527831","14726.3182780587","14638.6048173457","17454.8434246435","17421.8902227378","19029.7745978842","19941.455322403","17074.9209104204","17574.6873552714",
"Ethiopia","ETH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","202.791937550603","207.547986283695","223.78720692575","204.872166216525","232.371587736206","233.818380392866","242.045160107665","242.787327748671","247.026547505041","253.192948378398","270.244393472698","203.164502241593","164.958436330469","124.983045437426","133.728853871291","144.5003523721","140.861125737824","124.505623231544","119.134081818777","123.876205729993","120.17892791115","111.363435555958","118.873446581632","135.762385796471","161.626624773078","193.794905642516","243.302682246946","325.382554265056","379.756638540888","341.309909200504","354.846354368724","468.506724907536","502.153588732071","571.162275886001","645.463762722184","706.757754078087",
"European Union","EUU","GDP per capita (current US$)","NY.GDP.PCAP.CD","876.534832355328","946.205605573031","1024.56990292842","1118.7074183882","1229.0199386569","1327.40957600426","1428.0089922639","1523.42075792563","1572.87361314935","1716.49718907344","1934.6468084527","2176.90704165353","2589.85094746876","3268.56540603746","3653.01841422241","4236.35862538586","4367.01651187964","4925.03835326606","6011.91944790863","7313.8884768529","8313.96473835461","7329.49935151433","7034.62775955421","6802.94334406834","6517.50620351554","6719.65051262012","9189.07682339715","11337.6195588427","12606.4517296914","12828.7390499211","15854.4968362435","16420.7419667237","17838.8752809839","16209.9784692681","17171.6772784078","19845.2735447442","20257.0195817572","19085.2344182611","19709.2455121578","19643.0928867989","18229.5514131609","18400.5076686108","20006.6956784377","24270.1326635065","27917.0387617095","29079.1260426471","30902.7013405565","35568.5381558206","38097.7975343967","33936.558194112","33658.097871293","36389.085226604","34194.3531562116","35536.8620805648","36579.6991817004","32047.7492417093","32058.7735845667",
"Fragile and conflict affected situations","FCS","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","633.357784603438","571.423015870839","540.054041658505","599.801054711472","664.854607043517","786.576356991506","898.736917031162","1085.17456866474","1366.14395247941","1244.44532743797","1447.35971766287","1531.97853008124","1615.26758982235","1686.82518176183","1733.75451872173","1547.82121399304","1483.14406355459",
"Finland","FIN","GDP per capita (current US$)","NY.GDP.PCAP.CD","1179.35301099994","1327.427224366","1411.70239818044","1522.3192420995","1707.50393824701","1882.08685764849","2010.21345619725","2034.18904965478","1907.07727217667","2178.03525044982","2467.47634653616","2718.20755188138","3180.00587263802","4176.27276078757","5301.54277799545","6260.19127850933","6744.69698199575","7074.35652980497","7634.48240766645","9339.17707570089","11232.274564422","10934.5680935815","10945.2773406605","10505.8336621689","10841.5671289286","11405.9336506035","14962.2553603914","18580.6586479255","22056.7017537988","23983.8457535829","28380.548911275","25503.2152090109","22337.4871236912","17617.0304386654","20305.5835495475","26273.4659031066","25777.6412996396","24676.4970769622","25989.407503518","26178.7917845508","24253.2504245786","24913.2445163584","26834.0262501804","32816.160880214","37636.1117341753","38969.171631813","41120.6765061581","48288.5490978186","53401.3148725198","47107.1557090705","46202.4151628454","50790.7241454802","47415.5598711351","49638.0771298139","49914.6186421589","42405.3974427998","43090.2475062997",
"Fiji","FJI","GDP per capita (current US$)","NY.GDP.PCAP.CD","285.542500528956","287.329143899976","291.539706762499","296.772935442722","310.872996932687","317.072947341209","316.179586827145","333.309188038613","334.647453025916","357.459448696122","422.413510435661","466.04375785837","583.349930118831","768.738455488428","987.976170176364","1186.7398794869","1182.17662670009","1202.71176384586","1360.87026207505","1640.67832899456","1893.04666537564","1898.59488932517","1786.91861396688","1638.63732716486","1681.97401592003","1603.58671449838","1795.60532744379","1632.07342405604","1535.41406263405","1632.13829134345","1834.98957249382","1881.56990144396","2057.4066903132","2166.05272574465","2383.91514603296","2540.75151834037","2714.25349969388","2641.06474940782","2070.16584662914","2408.16546581581","2076.01330767665","2038.89172875457","2259.05579575103","2835.97397188993","3332.91853272002","3658.63083239231","3749.93981348645","4078.8232700144","4177.65778874269","3369.40824665782","3651.96678405546","4353.12139240993","4546.73850445133","4763.06895557778","5046.03728026605","4921.8962087863","5153.35154431659",
"France","FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","1338.29960630568","1440.55433032888","1585.91726742846","1752.96440283546","1919.26671770559","2042.24038372783","2189.67088787159","2346.36295154832","2532.3147484766","2725.21764331867","2862.46926773347","3173.8400260794","3857.37278960172","4965.85476882631","5317.61951021977","6672.51138816429","6846.35219681131","7513.34497298839","9248.4416311044","11170.4601663549","12712.6013994711","11110.5597678072","10505.7354723033","10005.151671686","9432.29235681539","9775.33943453059","13557.1472150713","16324.3935591631","17696.5111500917","17704.9589834678","21795.2378254833","21782.4162038013","23937.0569176208","22503.2608510696","23625.5289969556","27037.9721319292","27015.2589591084","24359.4250618537","25101.3687369434","24799.2960096043","22465.6418414637","22527.3177509504","24275.2426027905","29691.1815836764","33874.7425478435","34879.7263291899","36544.5085344191","41600.5839748157","45413.065712185","41631.1314123702","40703.3427911985","43810.200880127","40838.024436834","42554.1220542413","42955.2428655883","36526.7701083069","36854.9682804756",
"Faroe Islands","FRO","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23737.4167662171","23982.8806710129","22479.578988392","24300.3785998986","26553.7465597833","30993.0770616633","34979.0816995871","35847.3937884576","40719.7234134938","47024.2225282975","49772.8658790973","46521.7909505985","47398.1136149575","50788.9394333691","48422.0075432037","53612.7134486511","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1320.06247056199","","","1275.86755810252","1296.37858253721","1355.12546049271","1436.90682424461","1528.0646936085","1682.20326116661","1756.18510447379","1908.90372736544","1909.35063220721","2065.00427684183","2019.91526988112","1906.88005751046","2029.28915907537","2046.63964532166","2170.9202099933","2240.02146223114","2257.77366497481","2293.57961354104","2247.79549058427","2352.68371690082","2393.84580447371","2435.24619806239","2501.38402343077","2669.4007310504","2838.53072884497","2998.87404801485","3148.07493502604","3044.54687469866","3057.94356583185","3016.0112225063","3068.50777132946",
"Gabon","GAB","GDP per capita (current US$)","NY.GDP.PCAP.CD","283.400464698401","332.504720423437","358.560975155028","299.226645708781","411.768584816627","425.295037261407","453.131710983177","490.307698089977","520.379245050336","550.285934546744","548.708013449813","634.31512263546","702.156594555931","1157.15081805327","2425.35841906357","3320.82469356938","4533.81437983811","4138.85781449699","3439.42595013441","4258.76398755924","5869.27944913422","5166.3139232309","4717.98168421565","4309.0466502057","4407.28435350786","4023.58163245052","3990.07088120203","3742.65653661508","4253.66836652984","4517.92797651783","6251.01738462111","5523.19865402706","5566.36253730205","4244.91333142449","3958.59618597191","4565.58049891284","5111.37433130314","4663.14010648105","3827.97579270855","3883.32518819735","4116.46069260227","3976.10488749697","4102.5527104335","4892.01161776848","5685.57773573676","6741.29394807099","7027.77734457986","8352.81710056754","10094.0274577256","7603.66022253846","8754.11337590957","10716.2025830862","9774.18101733614","9679.74299512362","9692.16387376944","7388.98414439318","7179.34066115314",
"United Kingdom","GBR","GDP per capita (current US$)","NY.GDP.PCAP.CD","1380.30624126257","1452.54470901356","1513.65144854926","1592.61447661562","1729.39997803568","1850.95476855498","1959.62782962126","2023.62756371118","1896.38674860735","2032.34700964503","2347.54431773747","2649.80151387223","3030.43251411977","3426.27622050378","3665.8627976419","4299.74561799284","4138.16778761535","4681.43993173038","5976.93816899991","7804.76208051155","10032.062080015","9599.30622221965","9146.07735701852","8691.51881306514","8179.19444064991","8652.21654247593","10611.112210096","13118.586534629","15987.1680775688","16239.2821960944","19095.4669984608","19900.7266505069","20487.1707852878","18389.0195675099","19709.2380983653","22755.5621228195","23947.958749578","26357.5271904696","27759.3342111026","28154.3712561647","27769.9312549996","27284.2240406095","29603.465763617","34007.8887574143","39824.7618053778","41524.0655354404","44016.7264104656","49949.1548811539","46523.2654539202","38010.1004506576","38709.9116622829","41240.4248558849","41538.3072616553","42407.3710146402","46412.1172713997","43929.6908131028","39899.3883948894",
"Georgia","GEO","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1614.6401223992","1314.67067020404","757.223548505358","550.015542609225","517.087087940892","569.018138143296","670.461104809102","774.680203294323","805.272684520598","628.865651645466","691.997710105302","733.970414207347","779.384593479877","928.010822716837","1207.36722750294","1530.05752090499","1872.68041606715","2492.12877994527","3174.94900068643","2706.58851158173","2964.47703373088","3725.06322121592","4142.8691753655","4274.37685702961","4429.65007451491","3764.64091159037","3853.64990352915",
"Ghana","GHA","GDP per capita (current US$)","NY.GDP.PCAP.CD","182.979191212292","189.713380333786","195.11998853899","210.968978498357","230.431199907651","266.318645798451","269.459235572619","216.841425755252","202.761885709078","233.651241966957","257.651851638703","273.822796409195","232.539913532381","263.685963969709","301.366798722871","285.829524716674","275.877895424483","312.999313184791","353.708873099506","381.036195831925","411.517916585065","379.797777774124","351.319389234716","341.087216627111","358.396818999736","354.219989841861","437.078241269532","376.431800360644","375.18122447695","368.962397019822","402.588881651019","438.614319295968","414.767340782619","375.320435310275","333.404939191467","385.737319531663","403.534440531875","391.355679971482","414.768460995329","417.767990728979","263.112467866077","273.659666846788","309.484470257043","373.281553685955","423.193638915765","498.172390362402","922.93516768545","1090.68671771468","1224.40155350237","1086.76503836319","1312.60755731025","1574.97865331211","1629.80022222505","1814.492297022","1432.2279425605","1361.1139050484","1513.46103432745",
"Gibraltar","GIB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","367.624383773233","379.363468588292","429.225276743141","421.447936981288","441.412793264943","472.973793640238","485.974849103036","457.762848750864","448.44756423014","469.27610142223","475.746391897197","453.801150958948","421.998203404557","399.973964366999","340.051691750487","315.839800323726","322.811170974089","370.193178116151","386.328828253397","303.42449798582","296.680308200504","409.456774965234","437.446723821041","436.6895538896","438.751334569012","459.200901245016","502.348564622905","540.169320425396","561.099738732179","554.040876644051","508.145078427288",
"Gambia, The","GMB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","108.315825613282","112.157071895468","96.7325293660246","103.646007323492","116.92061381309","121.09807814744","124.671618129917","153.488377161709","189.50595329472","221.049997359076","209.149116591679","250.253695245569","302.619605838171","353.946688745193","398.896549773698","349.793089319413","333.304786966904","317.044733914396","252.942219600444","308.326847423161","242.171762686761","274.368393253301","316.319466496414","322.446305226117","345.855810076438","727.034660998026","729.041888077375","748.784209631722","719.975707261137","737.178791389951","773.43933714501","712.331878055912","723.794829579674","681.537417881347","635.563758415104","541.055891310495","440.947478592105","359.652178057176","413.839877339474","432.192906066874","439.342367379608","519.04527937353","607.947973507027","549.317956000103","562.851752662169","517.794206253788","506.385343295221","486.079524712434","442.746689932981","474.716558719749","473.19043627424",
"Guinea-Bissau","GNB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","110.607766837299","108.143763552876","118.279179181686","118.176121658824","128.455648905147","139.999923130476","143.321595465134","146.133616350474","155.57087716425","149.581778212559","138.169792154416","189.970091966023","198.787072995383","191.517443629232","157.923554068703","159.927530602807","141.299202444022","184.223431763213","170.291983070093","215.618314696146","241.002484993985","247.938421176918","212.940809854693","217.607532294016","211.59525761429","223.341840136624","233.309560694103","227.638267956219","172.060148758121","183.853010537584","297.751944288718","309.486749001111","321.481320392982","360.571858534299","393.313824367448","424.953458492385","418.944500393414","481.069497596642","583.544562168827","544.222077875623","543.957410843377","692.600998897335","607.751883291355","610.566304703401","642.625615352181","596.87171887261","620.214764743552",
"Equatorial Guinea","GNQ","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","34.7414275226911","40.6608268942938","46.8305160523438","233.414805308416","242.603591839027","246.447133767446","224.037211224994","219.524722305285","216.405163112502","215.294248462863","223.624581706882","288.957860493823","349.483207661358","401.52780739888","411.005217959071","421.55336766633","","","198.346737584453","136.010571035986","152.415886660034","141.322702751061","148.840574311178","173.082354914913","203.198191485906","239.242202118117","249.88358518944","213.131793229214","262.669455841992","251.70220431723","295.963476397877","289.088408992112","206.93640804271","280.969531339322","443.632595550295","812.171522768192","654.147310207696","1052.85281786985","1702.68490100276","2283.87903943895","2711.17011416914","3577.17619659534","6085.3489069204","10850.6333446261","12732.0275869622","15761.8391282779","22742.3815908012","16530.2093729134","17136.4456757583","21451.8861709069","21557.6527999109","20246.9930826625","19002.5973267139","10347.3125725971","8333.23826311996",
"Greece","GRC","GDP per capita (current US$)","NY.GDP.PCAP.CD","533.686381232649","597.287321012322","630.61394129381","701.62041775285","784.954348432918","888.921997905322","981.652394470053","1052.12099276566","1134.35615147538","1284.21231559082","1494.38785525349","1652.3265992595","1899.6752725147","2502.81435849334","2828.74843219735","3153.23530574717","3390.54548359296","3886.37425270915","4694.63368334781","5705.94927419931","5893.66180979161","5380.26768284354","5579.23477158982","5019.87865266132","4852.5657284733","4813.71117991069","5656.5053560681","6564.88450260813","7598.02805334994","7846.67816401445","9600.18512965969","10188.3697801238","11176.4584362517","10401.9829861914","11091.2838606376","12959.3243186619","13749.1151520996","13427.8324937945","13472.1376415276","13245.1894634121","12042.9537310995","12538.1788278361","14110.3133911078","18477.578411927","21955.1040911595","22551.735744099","24801.1578065035","28827.3263555224","31997.2820108813","29710.9702950284","26917.7589787254","25916.2935289351","22242.681934771","21874.8195041667","21673.7810702225","18007.7899088689","18103.9693224025",
"Grenada","GRD","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","792.762520903765","991.573050153203","1154.41651863226","1246.00255083464","1276.90587476139","1347.4513110827","1373.16822651687","1478.4111047526","1678.86268277366","1873.21652629333","2163.50945491678","2410.28659117399","2759.68206776391","2888.34750644416","3118.14854749414","3191.01685143651","3151.54054181337","3270.57802070467","3413.02203085835","3640.13889807503","3878.39031987031","4401.42138298561","4751.57598905268","5117.58992285272","5109.95871520766","5292.23237929408","5773.07357662913","5836.17706312921","6754.5123925079","6764.72286695124","7322.59686172377","7946.94434644401","7395.08812525035","7365.6666592364","7410.408438417","7583.18700190696","7955.61598479197","8569.77699775744","9212.19282433628","9469.21918069658",
"Greenland","GRL","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","1498.27643678161","1876.50323874687","2196.71171134534","2860.28057640115","3432.70603291276","4257.949711754","4844.67632927424","5713.95491904992","7235.54974098321","8480.69482681448","9483.17307607343","8544.05832861263","7813.69066733532","7988.170958612","7198.70224749384","7760.82840448295","11271.3214290252","14554.3875384826","16398.0110939363","16813.6839491482","18326.8051234609","18315.1963031585","18768.9301437197","16797.4588562842","18123.9630348205","21665.7018983672","21422.3575434047","19145.4960362523","20496.661371851","20170.4384160027","19004.1072910304","19275.4733376066","20652.8783287878","24801.6590300536","28497.5201604015","29088.8268326534","32035.0806542734","36232.6827357126","41022.994213564","41277.467889296","40532.5081049666","44212.4411398304","42398.6336725626","43967.1501550467","45317.1142867938","39569.1057905441","",
"Guatemala","GTM","GDP per capita (current US$)","NY.GDP.PCAP.CD","247.841986231897","248.308208470062","256.168506729799","274.789958024245","274.619789706883","273.40401370429","277.410244610528","281.652804930581","303.203451304358","313.858957770105","338.682043021158","343.362488928255","353.660911338709","420.867798176109","504.330462406362","566.685442716882","661.487898407295","810.063888696738","875.495024016766","971.356509049562","1081.72504300498","1152.81780403317","1138.75974075938","1153.23767959924","1177.43645106981","1179.80355567272","857.009466966543","820.038346551519","886.800827182973","929.314058536822","825.807388097378","991.86227272778","1075.42821717853","1147.02643497399","1276.3327268393","1408.03217986139","1472.27695439304","1633.97262444539","1742.08112879669","1608.692889819","1655.59626071709","1568.37627565178","1701.77149118453","1753.34947115862","1872.7370829884","2077.83438041454","2256.56723964488","2489.95583636783","2794.22180922233","2635.75347441261","2825.52406953376","3187.84529589412","3299.60513936372","3452.82893369505","3687.76376676599","3923.57334364713","4146.7441286273",
"Guam","GUM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21536.5038969302","22572.5046603345","24396.1062372311","26495.8775773033","26555.6452019565","27540.8391300242","29056.4969975163","30025.5603494294","30700.4340081784","30862.1099963677","32499.234245779","33446.6095089634","34578.5160933607","35439.4704475361","",
"Guyana","GUY","GDP per capita (current US$)","NY.GDP.PCAP.CD","297.673299079368","315.385459502551","321.545767139554","282.306338501804","305.361611188496","327.114222691783","344.166523485249","370.154172302459","334.841272848636","358.320936550029","379.893720546888","395.202918938914","395.292946834055","420.66158167189","588.13621991354","663.401001911489","602.624847334773","590.065370450038","658.438565167992","683.333032744437","773.181670774835","729.606958833535","616.963158851373","628.197688848721","564.526418035623","588.61340942847","660.141537394267","468.104341006904","551.196087546671","509.316368216132","533.536205388525","452.389353462305","492.266597824564","586.971233867904","713.233520233631","816.542932880453","925.898558168093","985.04688901466","946.670347422484","919.866576622509","946.059937166567","925.582504627414","960.86748271194","986.79581727476","1045.58860960609","1098.45521561333","1945.63090533465","2327.05832416815","2576.1249570967","2716.35255994453","3026.28121165012","3439.59751346254","3785.9356650841","3944.17817327896","4030.80232062103","4136.68991875588","4456.55369735494",
"High income","HIC","GDP per capita (current US$)","NY.GDP.PCAP.CD","1405.0233700151","1464.81362952844","1561.66564267035","1660.09157736648","1790.43146882439","1921.17455316605","2084.33901135957","2212.64421939787","2376.03245777437","2579.78075386791","2809.87540518757","3086.20715587568","3543.75542505239","4247.61314736212","4743.10802226642","5238.38662443984","5660.42252132402","6357.42595173831","7551.45339905592","8658.38792793531","9593.5183348758","9663.12760487777","9497.06728656446","9735.16466810389","10086.5122299738","10532.9166095648","12694.7986942726","14601.2316096755","16331.7921304977","16982.0983744365","18946.6002061712","19872.3767810075","21245.6133675123","21273.4839681279","22637.0500864227","24920.7219005823","24969.7107632034","24396.6359816202","24321.1137852905","25391.1783824714","25755.8063315815","25340.8215249828","26235.6403343559","29221.5164490569","32304.0888317643","33920.8841273916","35531.335861155","38531.3119425119","40584.1007813852","37756.6082039005","39310.3972291922","42219.0666635245","41991.6272448797","42192.3509847406","42780.3424607954","40078.054142232","40677.6835120141",
"Hong Kong SAR, China","HKG","GDP per capita (current US$)","NY.GDP.PCAP.CD","429.442874392053","436.754411520393","487.821134050813","565.727810358046","629.591525784494","676.805507110096","685.926614135084","723.239225616661","714.48296958061","825.523449142012","960.031961510704","1106.46971695915","1384.73843732271","1893.18124189464","2144.60771295144","2252.11188136859","2850.0146101832","3429.42027607254","3923.94373132755","4569.45370724224","5700.41263435822","5991.32026141972","6133.78407860515","5595.23513863846","6208.22615937199","6542.93153674313","7435.03069759422","9071.33260211718","10609.7456394545","12097.7751586818","13485.5448929565","15465.8588553349","17976.4293827655","20395.5173666776","22502.5797409692","23497.4923138193","24818.1545523517","27330.0333502807","25808.970952453","25091.6665997966","25756.6637783278","25230.2163329516","24665.8899982779","23977.0194516698","24928.1003722551","26649.750801707","28224.2150609389","30594.0178410231","31515.6627713018","30697.340383517","32549.998231121","35142.4879344543","36707.7742282554","38357.8267596475","40247.3669145832","42351.0245957363","43681.1405799513",
"Honduras","HND","GDP per capita (current US$)","NY.GDP.PCAP.CD","164.644318728641","169.909755119116","179.875972559578","185.049264517142","200.434640544375","216.81493258767","227.740767688681","240.547229865984","252.584519942969","253.268528695739","266.135720383015","261.246370337279","278.615012666054","307.343143839294","338.15433435733","356.456379601942","414.621482560983","497.936805718146","557.964696839655","631.261963206525","697.607540577323","743.355151072862","742.458377198512","763.268064858686","798.818355348774","850.114290679528","863.57451365688","914.284268982105","849.033311605845","740.205006701061","615.273362925158","601.66160654198","651.599524196099","644.955830289291","618.150258449326","685.061874626141","687.481419880123","773.475731711089","840.14757969551","845.108822551075","1088.78316504268","1130.40504602268","1132.87200087771","1157.30427040444","1217.65796066105","1311.74171442571","1437.62878537462","1592.57218167076","1751.59585650768","1815.48949644078","1932.85828999689","2120.58479781644","2178.38302475967","2136.77390503332","2242.71191194694","2326.15850619017","2361.15761950895",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita (current US$)","NY.GDP.PCAP.CD","108.105353483565","108.408085437594","115.41496260633","136.375689408823","118.449279779047","135.242396423575","143.831836824674","137.277750730674","139.95276313206","152.201034037968","155.407034733568","163.196014739387","172.096142186863","202.01957089639","242.270824236969","266.978383945847","276.437895571404","318.386041126219","352.271543390263","384.217280733629","392.771298963641","382.572744271116","372.031290260181","341.614317715141","332.200337721334","339.381557076612","378.693168764671","405.811529355065","393.229242382569","367.978414444066","364.260232005394","363.65778084717","322.314723741643","318.182198609689","274.872294960163","305.156150725935","310.640784893668","317.066976987148","317.814627580855","309.657875903134","326.488925877097","301.722274727522","318.705246633318","352.425404104607","393.430597355841","442.072763319719","513.469482288487","594.194081946649","696.312478098126","688.289582211053","735.022349027481","799.441561305742","837.866990492555","882.529129444466","912.507735474082","877.10276268755","861.510155524695",
"Croatia","HRV","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4794.93721251327","5268.80567364512","5210.4302391096","5650.33201648619","5135.4733413906","4919.62806870834","5245.42141944138","6053.7160373911","7805.88141833108","9365.74246801187","10224.2405855179","11363.4184456056","13546.6987224454","15893.8605622792","14157.144161951","13505.7458630323","14539.1842057182","13235.9775701749","13574.7400890627","13467.4682686752","11579.6670403193","12090.6665635703",
"Haiti","HTI","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","479.549267774993","305.555369236069","249.412746625774","282.422701073337","359.767656871175","365.011386323648","411.608644036345","450.918615881115","494.23242055847","462.480652433476","413.738316362413","393.016302745235","329.782094609998","387.942972536733","465.310187576477","505.470620633981","615.819819181413","674.756414674589","668.297604584601","662.279518162433","740.935845216079","766.843762318888","810.265607301884","830.114811747702","814.546395216916","739.595436253749",
"Hungary","HUN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3340.34958906848","3724.05885984656","3862.53000524729","4161.02984280883","4481.41406302169","4513.34451902763","4584.64659186848","4739.81732899781","4793.60991740643","4623.40671159943","5270.80536369316","6650.64400346247","8396.25302294119","10259.5260647721","11161.7244084585","11398.7658351748","13842.6054926173","15669.2592867275","12967.1654278758","13025.533794363","14048.8795825413","12834.3234884048","13613.6014689502","14117.9766762093","12365.6260256139","12664.8474351203",
"IBRD only","IBD","GDP per capita (current US$)","NY.GDP.PCAP.CD","153.585140108475","145.180402954176","148.961945678837","155.273445498365","171.978119123449","184.751820371848","186.117459921376","186.935329769985","193.157607658523","210.984492129711","223.581126370283","238.741789699158","262.728780191725","330.739977049081","408.667208987527","432.980618185193","463.26635685912","515.860456828569","546.375434266785","642.405646645723","739.436789746157","787.739084824238","766.864952245706","742.781701747286","742.807040798307","769.144494342012","790.384495280552","795.030212938661","848.917783229615","892.898376180191","992.911206504763","1053.14580740384","1033.02370059181","1092.19518461517","1179.40491254706","1305.94676406928","1405.98222110557","1468.37727543492","1408.3991587211","1351.00034384624","1451.11672315858","1453.76224496286","1460.1049439243","1630.90554728392","1919.53887813136","2269.87544258844","2663.01410568942","3280.22627956453","3900.96704715483","3747.01458313589","4506.61125112765","5278.63544665307","5534.60798185339","5804.92109849229","5943.28698689424","5562.14785400487","5519.03950746287",
"IDA & IBRD total","IBT","GDP per capita (current US$)","NY.GDP.PCAP.CD","144.407177536532","138.094366241184","142.201846135563","149.291867598374","162.115134654558","174.752344226687","177.113498688637","177.401031159469","183.127031637968","200.183978743189","213.984590185691","225.882794948401","246.110375101522","305.663773846638","380.436266788239","407.554205311326","433.066388936279","479.364463538105","509.568285337832","596.085058747373","685.455282506482","724.319517672532","702.075536028512","672.033991683202","667.768447186637","689.12688738229","705.943735198579","712.643330682396","755.882133226714","788.710819808499","870.861243416998","917.843008257543","896.468664166303","938.46039405779","1002.35484964412","1109.42056438509","1192.32090009447","1240.40433957193","1188.67881189029","1141.41544851841","1224.06706789718","1219.79223838811","1226.17356770583","1366.00081436095","1600.64367032708","1883.29422458013","2205.04187941447","2696.93889311658","3197.80768449555","3065.29544693006","3688.14425071089","4295.09534425103","4494.66546995199","4707.45446637128","4819.36688592773","4504.9660505227","4450.50717544684",
